municipio,vul_car_pob,NOM_MUN,NOM_LOC,PCON_LIMI,PHOG_IND,P5_HLI_NHE,PCON_DISC,VPH_PISODT,VPH_S_ELEC
Hueyapan de Ocampo,"8,051",Hueyapan de Ocampo,Total del Municipio,5427,12986,82,2668,11399,246
Huiloapan de Cuauhtémoc,"1,437",Huiloapan de Cuauhtémoc,Total del Municipio,773,505,3,455,1918,12
Ignacio de la Llave,"4,497",Ignacio de la Llave,Total del Municipio,2255,142,0,1240,5492,103
Ilamatlán,896,Ilamatlán,Total del Municipio,1627,12616,1263,721,3254,66
Isla,"11,487",Isla,Total del Municipio,5290,2101,14,2412,12497,196
Ixcatepec,"2,484",Ixcatepec,Total del Municipio,2352,9174,167,1236,3055,94
Ixhuacán de los Reyes,"1,245",Ixhuacán de los Reyes,Total del Municipio,1649,126,0,740,2720,40
Ixhuatlán del Café,"3,331",Ixhuatlán del Café,Total del Municipio,2471,251,1,939,5465,100
Ixhuatlancillo,"4,746",Ixhuatlancillo,Total del Municipio,3192,8415,293,1357,7205,67
Ixhuatlán del Sureste,"4,909",Ixhuatlán del Sureste,Total del Municipio,1579,663,1,900,4533,78
Ixhuatlán de Madero,"7,258",Ixhuatlán de Madero,Total del Municipio,8772,43450,2423,3975,11251,399
Ixmatlahuacan,"2,076",Ixmatlahuacan,Total del Municipio,981,32,0,406,1863,37
Ixtaczoquitlán,"12,879",Ixtaczoquitlán,Total del Municipio,9064,9468,61,3604,19753,129
Jalacingo,"7,269",Jalacingo,Total del Municipio,3579,319,0,2056,10780,162
Xalapa,"135,970",Xalapa,Total del Municipio,66719,6542,11,24805,148362,625
Jalcomulco,993,Jalcomulco,Total del Municipio,963,55,0,305,1557,19
Jáltipan,"9,823",Jáltipan,Total del Municipio,5760,1439,2,3244,11892,182
Jamapa,"4,031",Jamapa,Total del Municipio,1680,39,0,746,3460,42
Jesús Carranza,"7,951",Jesús Carranza,Total del Municipio,4668,2970,25,2044,7589,151
Xico,"5,711",Xico,Total del Municipio,4102,325,0,1600,9671,77
Jilotepec,"3,883",Jilotepec,Total del Municipio,2483,107,0,1030,4537,52
Juan Rodríguez Clara,"12,659",Juan Rodríguez Clara,Total del Municipio,5313,2084,29,2531,11390,177
Juchique de Ferrer,"4,125",Juchique de Ferrer,Total del Municipio,2380,36,1,1061,4293,119
Landero y Coss,340,Landero y Coss,Total del Municipio,297,54,0,110,411,4
Lerdo de Tejada,"3,269",Lerdo de Tejada,Total del Municipio,2836,71,0,1199,6485,52
Magdalena,338,Magdalena,Total del Municipio,323,3216,128,193,770,7
Maltrata,"1,983",Maltrata,Total del Municipio,1850,95,0,969,4077,77
Manlio Fabio Altamirano,"7,519",Manlio Fabio Altamirano,Total del Municipio,2995,80,1,1536,7378,64
Mariano Escobedo,"4,565",Mariano Escobedo,Total del Municipio,3619,577,0,1541,9444,104
Martínez de la Torre,"30,147",Martínez de la Torre,Total del Municipio,14893,2321,9,6350,30988,610
Mecatlán,567,Mecatlán,Total del Municipio,908,12677,1392,322,2784,148
Mecayapan,"3,131",Mecayapan,Total del Municipio,1749,14481,59,1018,4242,92
Medellín,"28,034",,,,,,,,
Miahuatlán,344,Miahuatlán,Total del Municipio,586,8,0,205,1104,9
Las Minas,257,Las Minas,Total del Municipio,422,24,0,268,669,17
Minatitlán,"39,619",Minatitlán,Total del Municipio,17802,9891,48,9418,42665,534
Misantla,"16,930",Misantla,Total del Municipio,9980,526,4,4074,18296,339
Mixtla de Altamirano,736,Mixtla de Altamirano,Total del Municipio,715,12032,2348,583,2053,208
Moloacán,"4,168",Moloacán,Total del Municipio,1919,431,1,838,4662,100
Naolinco,"5,561",Naolinco,Total del Municipio,3891,154,1,1628,6475,80
Naranjal,986,Naranjal,Total del Municipio,509,938,1,298,1071,11
Nautla,"4,380",Nautla,Total del Municipio,1420,100,0,743,3181,88
Nogales,"5,110",Nogales,Total del Municipio,3750,3398,48,1754,10025,93
Oluta,"3,603",Oluta,Total del Municipio,2003,321,0,1045,4827,76
Omealca,"6,052",Omealca,Total del Municipio,2462,1795,10,1552,6124,149
Orizaba,"25,905",Orizaba,Total del Municipio,16860,4452,15,7339,37367,77
Otatitlán,"1,061",Otatitlán,Total del Municipio,1037,286,0,481,1768,19
Oteapan,"1,710",Oteapan,Total del Municipio,1410,1501,3,666,2863,20
Ozuluama de Mascareñas,"12,681",Ozuluama de Mascareñas,Total del Municipio,4244,598,2,1542,6457,310
Pajapan,"2,776",Pajapan,Total del Municipio,2038,14856,125,1022,5209,117
Pánuco,"27,659",Pánuco,Total del Municipio,11624,2968,11,5203,26926,465
Papantla,"38,654",Papantla,Total del Municipio,19377,57921,755,10819,37463,670
Paso del Macho,"8,516",Paso del Macho,Total del Municipio,4104,184,3,2203,8974,153
Paso de Ovejas,"8,070",Paso de Ovejas,Total del Municipio,4802,181,1,2021,10322,286
La Perla,"1,101",La Perla,Total del Municipio,1941,274,0,1189,5259,112
Perote,"12,213",Perote,Total del Municipio,7780,488,2,3565,18618,130
Platón Sánchez,"3,697",Platón Sánchez,Total del Municipio,2197,7266,300,1224,4585,169
Playa Vicente,"11,927",Playa Vicente,Total del Municipio,4833,16245,333,2501,10954,180
Poza Rica de Hidalgo,"35,875",Poza Rica de Hidalgo,Total del Municipio,24281,9127,26,11052,54246,906
Las Vigas de Ramírez,"2,179",Las Vigas de Ramírez,Total del Municipio,2026,72,0,1040,4920,57
Pueblo Viejo,"11,897",Pueblo Viejo,Total del Municipio,7772,2546,12,3309,15630,517
Puente Nacional,"6,397",Puente Nacional,Total del Municipio,4041,129,2,1752,7268,69
Rafael Delgado,"2,994",Rafael Delgado,Total del Municipio,2231,16232,363,1071,5457,63
Rafael Lucio,"1,552",Rafael Lucio,Total del Municipio,646,48,0,278,2062,36
Los Reyes,344,Los Reyes,Total del Municipio,355,6210,421,204,1111,58
Río Blanco,"6,674",Río Blanco,Total del Municipio,5511,1385,2,2455,12216,34
Saltabarranca,"1,367",Saltabarranca,Total del Municipio,657,12,0,448,2022,45
San Andrés Tenejapan,421,San Andrés Tenejapan,Total del Municipio,194,3073,28,138,670,5
San Andrés Tuxtla,"25,387",San Andrés Tuxtla,Total del Municipio,20355,1505,6,9721,40030,739
San Juan Evangelista,"10,042",San Juan Evangelista,Total del Municipio,2541,592,5,1897,9107,249
Santiago Tuxtla,"12,053",Santiago Tuxtla,Total del Municipio,7411,348,1,3849,15698,405
Sayula de Alemán,"7,225",Sayula de Alemán,Total del Municipio,4329,11200,27,2038,8434,151
Soconusco,"3,326",Soconusco,Total del Municipio,1561,558,0,965,4867,65
Sochiapa,777,Sochiapa,Total del Municipio,530,41,1,159,916,18
Soledad Atzompa,898,Soledad Atzompa,Total del Municipio,1810,24111,3943,1188,3470,25
Soledad de Doblado,"6,971",Soledad de Doblado,Total del Municipio,3958,95,0,2083,8280,82
Soteapan,"3,253",Soteapan,Total del Municipio,3145,30933,503,1685,7270,171
Tamalín,"3,052",Tamalín,Total del Municipio,1919,1900,4,825,3186,80
Tamiahua,"8,167",Tamiahua,Total del Municipio,5065,630,3,2300,7141,176
Tampico Alto,"5,087",Tampico Alto,Total del Municipio,2005,216,1,1023,3664,163
Tancoco,"1,865",Tancoco,Total del Municipio,1281,936,3,548,1730,31
Tantima,"3,497",Tantima,Total del Municipio,2184,1426,7,939,3344,118
Tantoyuca,"18,303",Tantoyuca,Total del Municipio,11683,58535,1220,5488,22373,1282
Tatatila,606,Tatatila,Total del Municipio,538,18,0,319,1321,37
Castillo de Teayo,"7,334",Castillo de Teayo,Total del Municipio,4016,3968,30,1753,5140,98
Tecolutla,"8,378",Tecolutla,Total del Municipio,3991,2055,6,2122,7112,151
Tehuipango,863,Tehuipango,Total del Municipio,781,29505,7476,520,2836,97
Álamo Temapache,"33,341",Álamo Temapache,Total del Municipio,15977,14085,136,6556,28181,602
Tempoal,"8,754",Tempoal,Total del Municipio,4757,4868,35,2324,8933,329
Tenampa,"1,146",Tenampa,Total del Municipio,1012,82,1,506,1579,65
Tenochtitlán,822,Tenochtitlán,Total del Municipio,602,35,1,317,1173,35
Teocelo,"3,579",Teocelo,Total del Municipio,2685,91,0,929,4518,42
Tepatlaxco,"1,991",Tepatlaxco,Total del Municipio,1216,38,0,598,2117,80
Tepetlán,"2,303",Tepetlán,Total del Municipio,1350,19,0,698,2713,18
Tepetzintla,"2,596",Tepetzintla,Total del Municipio,1946,3078,13,903,3655,78
Tequila,"1,503",Tequila,Total del Municipio,1267,15708,1171,559,3002,90
José Azueta,"7,298",José Azueta,Total del Municipio,3272,792,1,1411,7070,89
Texcatepec,655,Texcatepec,Total del Municipio,1468,9235,1153,453,2461,191
Texhuacán,691,Texhuacán,Total del Municipio,602,5208,88,328,1234,41
Texistepec,"4,607",Texistepec,Total del Municipio,2610,1184,3,1434,5412,131
Tezonapa,"11,460",Tezonapa,Total del Municipio,8522,17820,254,4504,13441,396
Tierra Blanca,"25,460",Tierra Blanca,Total del Municipio,14294,3583,93,6701,28700,357
Tihuatlán,"25,432",Tihuatlán,Total del Municipio,14300,5985,38,6035,23950,482
Tlacojalpan,718,Tlacojalpan,Total del Municipio,798,138,5,366,1404,16
Tlacolulan,"1,943",Tlacolulan,Total del Municipio,1134,23,0,606,2591,46
Tlacotalpan,"3,248",Tlacotalpan,Total del Municipio,2476,56,0,924,4256,67
Tlacotepec de Mejía,734,Tlacotepec de Mejía,Total del Municipio,518,45,1,254,1180,22
Tlachichilco,"1,398",Tlachichilco,Total del Municipio,1491,6446,224,699,2602,128
Tlalixcoyan,"15,521",Tlalixcoyan,Total del Municipio,5281,272,4,2707,12116,165
Tlalnelhuayocan,"4,736",Tlalnelhuayocan,Total del Municipio,2461,109,0,818,4779,26
Tlapacoyan,"13,569",Tlapacoyan,Total del Municipio,6931,1523,5,2941,16355,177
Tlaquilpa,472,Tlaquilpa,Total del Municipio,550,7851,514,217,1421,19
Tlilapan,631,Tlilapan,Total del Municipio,411,3383,18,308,1262,30
Tomatlán,"1,770",Tomatlán,Total del Municipio,1209,55,0,396,2017,31
Tonayán,448,Tonayán,Total del Municipio,404,28,0,237,1288,20
Totutla,"2,604",Totutla,Total del Municipio,1972,51,0,1035,4285,86
Tuxpan,"45,843",Tuxpan,Total del Municipio,21634,5280,9,9126,44487,447
Tuxtilla,716,Tuxtilla,Total del Municipio,361,2,0,274,806,10
Ursulo Galván,"6,810",Ursulo Galván,Total del Municipio,3925,129,0,2177,9782,29
Vega de Alatorre,"5,558",Vega de Alatorre,Total del Municipio,2821,153,0,1280,6346,98
Veracruz,"118,416",Veracruz,Total del Municipio,73735,9838,37,32207,198199,385
Villa Aldama,"1,315",Villa Aldama,Total del Municipio,1690,52,0,605,2803,37
Xoxocotla,367,Xoxocotla,Total del Municipio,383,3235,13,209,999,35
Yanga,"6,360",Yanga,Total del Municipio,2411,230,11,1068,5378,71
Yecuatla,"2,964",Yecuatla,Total del Municipio,1996,470,0,919,3101,84
Zacualpan,"1,046",,,,,,,,
Zaragoza,"1,614",Zaragoza,Total del Municipio,1018,8171,38,680,2934,36
Zentla,"4,641",Zentla,Total del Municipio,1761,40,0,1003,3345,56
Zongolica,"5,512",Zongolica,Total del Municipio,5192,39663,1813,2422,8968,443
Zontecomatlán de López y Fuentes,"1,072",Zontecomatlán de López y Fuentes,Total del Municipio,1581,12842,974,946,3360,311
Zozocolco de Hidalgo,"1,372",Zozocolco de Hidalgo,Total del Municipio,2138,13423,1214,952,3072,260
Agua Dulce,"10,335",Agua Dulce,Total del Municipio,6424,957,1,3183,13385,85
El Higo,"6,304",El Higo,Total del Municipio,2149,478,3,1030,5231,81
Nanchital de Lázaro Cárdenas del Río,"5,365",Nanchital de Lázaro Cárdenas del Río,Total del Municipio,3561,1795,0,1651,8813,40
Tres Valles,"13,294",Tres Valles,Total del Municipio,6294,6208,103,3196,13429,194
Carlos A. Carrillo,"5,242",Carlos A. Carrillo,Total del Municipio,3733,144,1,1984,7615,79
Tatahuicapan de Juárez,"1,896",Tatahuicapan de Juárez,Total del Municipio,1586,11731,83,915,3458,60
Uxpanapa,"5,773",Uxpanapa,Total del Municipio,4967,17295,250,2473,6656,374
San Rafael,"10,238",San Rafael,Total del Municipio,4165,624,3,1882,8970,81
Santiago Sochiapan,"2,528",Santiago Sochiapan,Total del Municipio,2160,9328,122,811,2972,99
Abalá,"2,130",Abalá,Total del Municipio,819,5197,88,381,1810,25
Acanceh,"4,222",Acanceh,Total del Municipio,1619,10460,33,695,4188,27
Akil,"1,279",Akil,Total del Municipio,1405,10887,281,586,3172,59
Baca,"1,844",Baca,Total del Municipio,813,1977,4,446,1723,8
Bokobá,973,Bokobá,Total del Municipio,314,1447,3,118,626,5
Buctzotz,"1,490",Buctzotz,Total del Municipio,1006,3887,21,547,2646,62
Cacalchén,"1,678",Cacalchén,Total del Municipio,862,3391,15,426,2034,11
Calotmul,371,Calotmul,Total del Municipio,576,3169,54,266,1122,29
Cansahcab,"1,148",Cansahcab,Total del Municipio,573,1743,6,341,1300,13
Cantamayec,514,Cantamayec,Total del Municipio,178,2712,272,98,713,53
Celestún,"1,070",Celestún,Total del Municipio,803,980,2,330,2291,30
Cenotillo,371,Cenotillo,Total del Municipio,683,2276,8,365,1170,34
Conkal,"5,671",Conkal,Total del Municipio,1588,3259,9,793,4954,18
Cuncunul,259,Cuncunul,Total del Municipio,195,1676,76,126,425,10
Cuzamá,"1,637",Cuzamá,Total del Municipio,663,4821,53,323,1498,21
Chacsinkín,113,Chacsinkín,Total del Municipio,200,3082,134,169,709,10
Chankom,535,Chankom,Total del Municipio,664,4618,368,314,1196,42
Chapab,"1,110",Chapab,Total del Municipio,479,3023,80,183,947,20
Chemax,"1,756",Chemax,Total del Municipio,3425,38468,4022,1675,7553,313
Chicxulub Pueblo,926,Chicxulub Pueblo,Total del Municipio,422,797,2,249,1299,8
Chichimilá,710,Chichimilá,Total del Municipio,596,9267,815,350,1929,80
Chikindzonot,94,Chikindzonot,Total del Municipio,376,4321,491,125,979,20
Chocholá,"1,004",Chocholá,Total del Municipio,754,2466,8,495,1447,11
Chumayel,301,Chumayel,Total del Municipio,333,3188,182,189,879,14
Dzán,873,Dzán,Total del Municipio,784,5759,147,219,1454,15
Dzemul,"1,018",Dzemul,Total del Municipio,547,1584,2,296,1086,2
Dzidzantún,"1,694",Dzidzantún,Total del Municipio,1000,1115,14,691,2464,19
Dzilam de Bravo,"1,195",Dzilam de Bravo,Total del Municipio,283,246,0,200,860,8
Dzilam González,841,Dzilam González,Total del Municipio,697,1481,4,430,1909,41
Dzitás,676,Dzitás,Total del Municipio,514,3371,15,400,1006,31
Dzoncauich,764,Dzoncauich,Total del Municipio,390,2373,7,261,784,16
Espita,"1,136",Espita,Total del Municipio,2172,14521,266,850,4049,125
Halachó,"4,762",Halachó,Total del Municipio,2857,17904,497,1606,5622,37
Hocabá,"1,617",Hocabá,Total del Municipio,898,5448,107,526,1672,19
Hoctún,"1,072",Hoctún,Total del Municipio,886,4004,323,501,1776,23
Homún,"1,805",Homún,Total del Municipio,837,6531,58,468,2187,39
Huhí,728,Huhí,Total del Municipio,781,3531,27,388,1555,21
Hunucmá,"6,439",Hunucmá,Total del Municipio,4955,13786,201,2513,8853,61
Ixil,791,Ixil,Total del Municipio,361,1027,3,179,1116,8
Izamal,"6,388",Izamal,Total del Municipio,3623,16624,131,1833,7750,68
Kanasín,"31,697",Kanasín,Total del Municipio,14877,42306,187,6519,39558,252
Kantunil,753,Kantunil,Total del Municipio,808,4086,54,377,1535,26
Kaua,361,Kaua,Total del Municipio,276,3329,128,148,811,24
Kinchil,"1,372",Kinchil,Total del Municipio,1216,4337,47,568,1987,12
Kopomá,"1,074",Kopomá,Total del Municipio,299,1871,5,165,777,12
Mama,455,Mama,Total del Municipio,510,3110,61,259,856,9
Maní,"1,180",Maní,Total del Municipio,627,5798,228,273,1529,16
Maxcanú,"6,818",Maxcanú,Total del Municipio,2737,16463,188,1611,6114,75
Mayapán,217,Mayapán,Total del Municipio,413,3918,368,218,923,26
Mérida,"318,522",Mérida,Total del Municipio,119219,176752,711,56345,301222,730
Mocochá,"1,391",Mocochá,Total del Municipio,427,803,2,166,1000,5
Motul,"10,852",Motul,Total del Municipio,4493,17685,168,2237,9942,142
Muna,"2,970",Muna,Total del Municipio,1739,10104,59,889,3358,43
Muxupip,"1,134",Muxupip,Total del Municipio,326,2002,3,179,854,5
Opichén,"1,308",Opichén,Total del Municipio,877,6848,58,376,1867,24
Oxkutzcab,"5,372",Oxkutzcab,Total del Municipio,3024,29448,964,1504,8368,176
Panabá,"1,373",Panabá,Total del Municipio,970,3761,25,489,2175,23
Peto,"2,387",Peto,Total del Municipio,2644,22024,399,1308,6084,167
Progreso,"22,267",Progreso,Total del Municipio,8859,7263,12,4402,18146,252
Quintana Roo,214,Quintana Roo,Total del Municipio,131,608,2,17,290,6
Río Lagartos,"1,897",Río Lagartos,Total del Municipio,587,1021,3,267,1079,25
Sacalum,"1,030",Sacalum,Total del Municipio,673,4310,42,359,1356,15
Samahil,"2,079",Samahil,Total del Municipio,927,4012,32,306,1425,6
Sanahcat,598,Sanahcat,Total del Municipio,306,1376,11,108,481,7
San Felipe,907,San Felipe,Total del Municipio,294,343,2,134,629,3
Santa Elena,640,Santa Elena,Total del Municipio,461,4143,112,218,1113,18
Seyé,"2,880",Seyé,Total del Municipio,1336,4408,22,626,2659,34
Sinanché,697,Sinanché,Total del Municipio,457,1236,2,325,980,7
Sotuta,"1,106",Sotuta,Total del Municipio,1277,7213,85,682,2323,62
Sucilá,545,Sucilá,Total del Municipio,571,3036,17,287,1163,13
Sudzal,539,Sudzal,Total del Municipio,319,1667,11,153,560,14
Suma,657,Suma,Total del Municipio,278,1033,6,152,569,7
Tahdziú,91,Tahdziú,Total del Municipio,196,5809,983,96,1244,33
Tahmek,778,Tahmek,Total del Municipio,629,3228,27,410,1078,12
Teabo,606,Teabo,Total del Municipio,623,6737,360,326,1629,21
Tecoh,"6,648",Tecoh,Total del Municipio,2249,13618,190,1101,4639,100
Tekal de Venegas,264,Tekal de Venegas,Total del Municipio,417,2138,34,221,762,15
Tekantó,837,Tekantó,Total del Municipio,491,2254,8,242,1070,16
Tekax,"6,041",Tekax,Total del Municipio,3814,36943,1631,2053,11168,232
Tekit,"1,584",Tekit,Total del Municipio,1307,9111,88,670,2769,10
Tekom,207,Tekom,Total del Municipio,418,3312,233,161,762,18
Telchac Pueblo,655,Telchac Pueblo,Total del Municipio,619,840,2,282,1110,8
Telchac Puerto,842,Telchac Puerto,Total del Municipio,249,474,1,115,552,9
Temax,963,Temax,Total del Municipio,693,3378,19,481,1853,12
Temozón,"2,235",Temozón,Total del Municipio,1999,16075,737,723,3993,79
Tepakán,702,Tepakán,Total del Municipio,218,1857,12,177,669,11
Tetiz,"1,429",Tetiz,Total del Municipio,589,3479,8,370,1466,20
Teya,492,Teya,Total del Municipio,151,1638,2,131,567,7
Ticul,"5,787",Ticul,Total del Municipio,3782,28389,205,1683,9797,71
Timucuy,"1,817",Timucuy,Total del Municipio,738,7386,128,312,1785,29
Tinum,"1,436",Tinum,Total del Municipio,1492,11108,261,658,3064,45
Tixcacalcupul,482,Tixcacalcupul,Total del Municipio,930,7820,609,405,1749,124
Tixkokob,"6,102",Tixkokob,Total del Municipio,2215,5229,13,1181,5103,34
Tixmehuac,367,Tixmehuac,Total del Municipio,572,5375,280,319,1358,35
Tixpéhual,"2,046",Tixpéhual,Total del Municipio,703,2966,11,237,1526,11
Tizimín,"12,293",Tizimín,Total del Municipio,10063,51602,744,4696,20307,517
Tunkás,411,Tunkás,Total del Municipio,434,2892,21,242,1040,24
Tzucacab,"1,803",Tzucacab,Total del Municipio,1882,12811,182,844,3856,76
Uayma,308,Uayma,Total del Municipio,474,4150,171,186,975,20
Ucú,"1,407",Ucú,Total del Municipio,528,1889,14,215,1124,6
Umán,"19,090",Umán,Total del Municipio,8834,25386,118,3536,19252,115
Valladolid,"15,436",Valladolid,Total del Municipio,9015,62856,3193,3984,21266,329
Xocchel,535,Xocchel,Total del Municipio,380,3019,23,226,884,12
Yaxcabá,"1,408",Yaxcabá,Total del Municipio,1812,15157,777,749,3964,202
Yaxkukul,786,Yaxkukul,Total del Municipio,319,774,1,167,896,12
Yobaín,983,Yobaín,Total del Municipio,285,826,0,169,673,4
Apozol,"2,260",Apozol,Total del Municipio,1096,26,0,515,1763,19
Apulco,"1,756",Apulco,Total del Municipio,741,11,0,397,1323,15
Atolinga,787,Atolinga,Total del Municipio,289,3,0,189,758,3
Benito Juárez,"1,026",Benito Juárez,Total del Municipio,454,30,0,298,1255,14
Calera,"12,424",Calera,Total del Municipio,4029,270,3,2027,11860,36
Cañitas de Felipe Pescador,"1,620",Cañitas de Felipe Pescador,Total del Municipio,1010,14,0,579,2189,14
Concepción del Oro,"3,534",Concepción del Oro,Total del Municipio,1503,15,0,815,3192,36
Cuauhtémoc,"2,485",Cuauhtémoc,Total del Municipio,1322,20,0,700,3082,27
Chalchihuites,"3,776",Chalchihuites,Total del Municipio,1205,4,0,622,2640,25
Fresnillo,"63,731",Fresnillo,Total del Municipio,25873,1110,12,12440,63120,314
Trinidad García de la Cadena,"1,176",Trinidad García de la Cadena,Total del Municipio,421,160,2,334,1067,15
Genaro Codina,"1,889",Genaro Codina,Total del Municipio,1018,6,0,599,2017,53
General Enrique Estrada,"1,624",General Enrique Estrada,Total del Municipio,895,209,3,442,1790,6
General Francisco R. Murguía,"6,605",General Francisco R. Murguía,Total del Municipio,2293,20,0,1345,5292,26
El Plateado de Joaquín Amaro,695,El Plateado de Joaquín Amaro,Total del Municipio,270,0,0,201,512,4
General Pánfilo Natera,"5,766",General Pánfilo Natera,Total del Municipio,3333,15,0,1781,5912,36
Guadalupe,"61,574",Guadalupe,Total del Municipio,29331,1241,1,10436,59850,138
Huanusco,"1,744",Huanusco,Total del Municipio,599,9,0,444,1349,10
Jalpa,"9,756",Jalpa,Total del Municipio,2845,172,1,1468,7003,40
Jerez,"19,371",Jerez,Total del Municipio,9025,269,1,4394,17612,62
Jiménez del Teul,"1,086",Jiménez del Teul,Total del Municipio,602,15,0,339,1000,41
Juan Aldama,"4,802",Juan Aldama,Total del Municipio,2488,49,0,1080,5304,18
